UserName,Handle,Timestamp,Text,Emojis,Comments,Likes,Retweets
LA Metro,@metrolosangeles,2020-10-21T16:45:16.000Z,Learn more about the East San Fernando Light Rail Transit Project at our community meeting on Oct. 26. This meeting will be in Spanish with English translation available. http://mtro.la/lcs350BWTm6,,3,6,27
David E. Ryu,@davideryu,2020-10-21T01:02:48.000Z,"My colleagues and I are calling on Mercury Public Affairs to sever ties with Turkey, a country supporting Azerbaijan's despicable, deadly, and unprovoked attack on the Republic of Artsakh. Mercury needs to decide what values it stands for, and it needs to do so now.",,36,75,125
WM Gallery,@wmacielgallery,2020-10-20T19:06:32.000Z,"@davideryu
 I find it unfair while under LA city/county and state law we are being asked to stay at home that you have enacted to start ticketing cars for street sweeping.People are struggling to pay their rent and the city is reinstating sweeping when we are forced to stay home?",,1,,2
David E. Ryu,@davideryu,2020-10-20T21:33:46.000Z,"Hi - I completely agree, that’s why I voted against resuming parking enforcement. If you do get a citation, there are relief programs available from 
@LADOTofficial
. Please reach out to my team to connect with more resources: CD4.issues@lacity.org.",,,1,
David E. Ryu,@davideryu,2020-10-20T20:11:14.000Z,"Proud to join incredible community leaders to kick off #TeenDriverSafetyWeek. Car crashes are a leading cause of teen deaths, and are entirely preventable. Thank you to Jeri of 
@InHonorOfConor
, Lili of 
@ValentinaSRK
, and 
@LosAngelesWalks
 for helping to raise awareness.John Yi and 2 others",,3,1,3
LA City Emergency Management Department,@ReadyLA,2020-10-16T17:02:34.000Z,"Being prepared can be simple. Gather these 12 essentials, and you will #BePrepared for any emergency!",,2,18,29
David E. Ryu,@davideryu,2020-10-20T00:06:59.000Z,"I'm happy to share that today my motion seeking to implement a permanent version of Al Fresco was approved in committee.

With thousands of restaurants currently participating in Al Fresco, its popularity is undeniable. Al Fresco should be made permanent.PRESS RELEASE: Councilmember Ryu’s Permanent Al Fresco Legislation Moves Forward
davidryu.lacity.org",,12,7,18
David E. Ryu,@davideryu,2020-10-20T00:06:59.000Z,"We have an opportunity to reimagine the ways that we use our city streets and support our local businesses. Now is the time to think about how we want our city to emerge from this pandemic, and this is one way we can emerge better than before.",,4,4,8
David E. Ryu,@davideryu,2020-10-19T23:42:43.000Z,"Child care providers: the 
@LACity
 COVID-19 Child Care Provider Grant Program is providing $10K, $25K and $40K grants for licensed centers & agencies experiencing financial hardships due to #COVID19. Spread the word!

Apply by 10/22 
 http://laecefund.org",➡,3,8,10
City of Los Angeles,@LACity,2020-10-19T17:34:24.000Z,"Today’s the last day to register to vote online! Click the link to register! https://bit.ly/2FFupm2 #Elections2020  #VoteLA City Attorney
@CityAttorneyLA
 · Oct 19
Today is the last day to register to vote online. And you can do that here: https://bit.ly/2FFupm2

But you can still register in-person starting on 10/24 and up to Election Day. See thread. #Elections2020 #Vote
Show this thread",,2,16,15
David E. Ryu,@davideryu,2020-10-15T23:17:49.000Z,"With hot weather and Santa Ana winds in the forecast, make sure you're ready and prepared for wildfires.

Do you have a family communication plan, and know at least two evacuation routes from your home? Learn how to prepare at http://lafd.org/ready-set-goLos Angeles Times
@latimes
 · Oct 14
Moderate Santa Ana winds likely to bring critical fire weather to parts of the Southland https://latimes.com/california/story/2020-10-14/santa-ana-winds-fire-danger-southern-california…",,1,2,2
LAFD Talk,@LAFDtalk,2020-10-15T14:04:38.000Z,"Today's #Wildfire 
 Danger Rating for the City of #LosAngeles is VERY HIGH: http://bit.ly/LAFDweather

Please be #ReadyForWildfire! We ask #OnlyYou to help #PreventWildfire by being extra careful with heat, sparks and flame: 
 https://lafd.org/wildfireLAFD Weather",🔥 🔗,,11,18
David E. Ryu,@davideryu,2020-10-15T20:00:10.000Z,"There is NO citizenship question on the #2020Census, and your response is completely confidential. We only get one shot every 10 years to ensure everyone is counted - make sure your community gets the funding it deserves! 

Go to http://my2020census.gov or call 844-330-2020.California Census and 2 others",,1,1,1
U.S. Census Bureau,@uscensusbureau,2020-10-15T14:00:04.000Z,Today is your last chance to respond to the #2020Census. Don’t miss this opportunity to shape your community’s future for the next 10 years. Respond now at http://2020CENSUS.GOV.,,449,7.7K,5.2K
David E. Ryu,@davideryu,2020-10-15T17:02:08.000Z,"Grants are now available for child care providers in LA! The 
@LACity
 program will provide $10K, $25K and $40K grants for licensed centers & agencies experiencing financial hardships due to #COVID19. 

Apply 
 http://Laecefund.org #LAChildCareGrant",▶,,3,3
David E. Ryu,@davideryu,2020-10-14T22:08:34.000Z,"Thank you to 
@LACorps
 for bringing this #LACD4 street sign out of hiding! The LA Conservation Corps is a youth development organization that provides work and education to underserved youth in our communities. Learn more about their work at http://lacorps.org.",,7,3,3
Greg Spotts,@Spottnik,2020-10-14T18:57:00.000Z,"I found my street trees of the week on Dixie Canyon Ave in Sherman Oaks - a shaded oasis of green 
@shermanoaks_nc
 
@davideryu",,1,4,14
David E. Ryu,@davideryu,2020-10-14T17:48:34.000Z,"Today Council approved my legislation to raise the recusal requirement standard for City Councilmembers. This works to push our city towards the level of transparency and accountability that Angelenos expect and deserve.PRESS RELEASE: City Council Approves Councilmember Ryu’s Recusal Legislation
davidryu.lacity.org",,7,3,6
David E. Ryu,@davideryu,2020-10-14T17:48:35.000Z,"Today’s vote is another step towards rebuilding trust with the public, but it cannot be the last. We need a robust and fully publicly financed election system to root out corruption once and for all.",,1,1,2
David E. Ryu,@davideryu,2020-10-14T17:12:23.000Z,"ATTN: We have exactly ONE DAY to complete the #2020Census! This is an all-hands-on-deck moment for LA. Angelenos are still greatly undercounted, and are in danger of losing a significant amount of funding. Help spread the word! 

Be counted: http://My2020Census.govCalifornia Census 2020 and 2 others",,1,1,3
David E. Ryu,@davideryu,2020-10-13T23:16:20.000Z,"Let’s show the LA River some love! Grab your mask, gloves, and pick your favorite spot along the river for a self-guided watershed cleanup with 
@FoLARtweets
  

Learn more about how to get involved at http://folar.org/cleanupFoLAR",💦,2,1,3
David E. Ryu,@davideryu,2020-10-13T19:51:02.000Z,"Coming soon! Applications are opening soon for 
@LACity
's COVID-19 Child Care Provider Grant Program. The program will provide $10M in grants to licensed providers, and can be used to cover items such as employee payroll, capital expenses, and more. Stay tuned for more info!LAEWDD and City of Los Angeles",,2,4,4
David E. Ryu,@davideryu,2020-10-12T18:29:02.000Z,"On Indigenous Peoples Day, we celebrate the vibrant history of Native people, as well as the many contributions they have made throughout our history. It is also a time to reflect on a painful past, and recommit to the work of repairing centuries of discrimination and neglect.",,2,5,15
David E. Ryu,@davideryu,2020-10-09T21:56:38.000Z,"Friday fact: #CD4 is home to the oldest independent book store in LA 
Stop by 
@ChevaliersBooks
 for in store shopping, or shop online! They also have virtual events every week for book lovers everywhere 
 http://chevaliersbooks.com",📚 📖,2,2,11
David E. Ryu,@davideryu,2020-10-07T21:21:33.000Z,"How can we ensure every day is #CleanAirDay? 

We need to protect our urban forest and get people out of their cars. That's why I fought for better care for our city trees, expanded our electric bus system & more.

Join me in taking the Clean Air Pledge: http://cleanairday.org/pledgeCalifornia Clean Air Day",,12,6,9
David E. Ryu,@davideryu,2020-10-07T17:30:14.000Z,"Local business owners: check out 
@lapublichealth
 department's COVID-19 Safety Compliance Certificate Program. This voluntary training program is a great opportunity to learn more about required safety protocols.

Learn more 
 https://bit.ly/3iiTwJnLos Angeles County and LA Public Health",➡,2,,2
David E. Ryu,@davideryu,2020-10-06T22:16:00.000Z,"Did you know that essential workers can receive subsidized child care services for children ages 0-12? 

Learn more and apply through 
@PathwaysLA
 for childcare funding 
 http://pathwaysla.org/essential",➡,,4,9
David E. Ryu,@davideryu,2020-10-06T19:25:06.000Z,"From Slow Streets to Al Fresco, COVID-19 is reshaping the way we use our city streets. 

This is why I’ve introduced legislation to make these programs permanent. By reimagining our public spaces, we can shape a safer and more inclusive city.How COVID-19 repurposed city streets
Host Kai Ryssdal met with Seleta Reynolds — to hear how the city recreated the space during the pandemic.
marketplace.org",,5,3,4
David E. Ryu,@davideryu,2020-10-06T16:38:03.000Z,"Don’t forget to take Metro’s short survey on their new proposal to eliminate bus and rail fares! 
 

Share your feedback by 5pm on 10/12 for a chance to win a $100 Visa cardAs we study a fareless system, we want to hear from you — take our survey!
Metro has established an exploratory task force to study and identify the benefits, challenges and implications of a fareless system, we want to hear from you. To provide your feedback and for a ch…
thesource.metro.net",🚉,2,2,3
David E. Ryu,@davideryu,2020-10-05T23:15:01.000Z,"Apply today! Grants are available for small businesses, nonprofits, and micro-entrepreneurs (including workers participating in the gig economy, street vendors, sole proprietors, independent contractors, and more). 

Apply 
 http://LACovidFund.org",➡,,3,4
David E. Ryu,@davideryu,2020-10-05T19:52:22.000Z,"I stand in solidarity with the Armenian people, and with my colleague 
@PaulKrekorian
, in condemning Azerbaijan's attacks on Artsakh.

We are calling on the United States to condemn these attacks, and work for peace and security for Artsakh and Armenia.",,7,13,33
David E. Ryu,@davideryu,2020-10-02T21:55:40.000Z,"Replying to 
@chelsealockw00d
 @Asm_Nazarian
 and 2 othersThat works too! Thank you, we’ll be in touch.",,,,2
David E. Ryu,@davideryu,2020-10-02T21:52:36.000Z,"Replying to 
@chelsealockw00d
 @Asm_Nazarian
 and 2 othersHi Chelsea - did you email my office at David.Ryu@lacity.org? We’d like to help look into this and connect you with resources.",,3,,4
LAFD Talk,@LAFDtalk,2020-10-02T03:05:51.000Z,"Your #LAFD has some breaking news - it's a whole new page! #Wildfire season is upon us and we want you to be best prepared to protect yourself, home and family Visit the new http://lafd.org/wildfire for information/tips/resources for wildfire preparedness",,1,16,24
David E. Ryu,@davideryu,2020-10-02T20:30:23.000Z,"I condemn Azerbaijan's egregious and unprovoked attacks on The Republic of Artsakh and Armenia, and condemn Turkey's involvement and support of these hostilities, destabilizing the region during a global pandemic.",,193,644,1.2K
David E. Ryu,@davideryu,2020-10-02T20:30:24.000Z,"We must heed the lessons of history and unequivocally condemn these acts and help to restore peace. I stand in strong solidarity with my colleagues 
@PaulKrekorian
 and 
@CD6Nury
 in calling on the Federal government to denounce this attack and work to end it immediately.",,19,20,88
David E. Ryu,@davideryu,2020-10-02T19:10:06.000Z,"Stop by the Greater Los Angeles County Vector Control District SWAT Lab for info on what you can do to protect yourself and your neighbors from mosquitoes. 

Taking place tomorrow from 10am-2pm at the Van Nuys Sherman Oaks Rec Center. Remember to wear your mask!",,3,4,5
City of Los Angeles,@LACity,2020-10-02T18:32:42.000Z,"Stay cool LA
 #BeattheHeatL.A. Public Library
@LAPublicLibrary
 · Oct 2
Six libraries are open today from 12pm-6pm for Angelenos to escape the heat: http://lapl.me/r77QApL",☀,7,30,65
David E. Ryu,@davideryu,2020-10-02T17:03:46.000Z,"Even a mild flu season, when combined with COVID-19, could be very dangerous. Make sure you protect yourself and your loved ones by getting your flu shot. 

You can get a free shot from 
@LACity
, or call your local pharmacy. Find more information at http://Coronavirus.LACity.org/FluShot.",,1,2,2
David E. Ryu,@davideryu,2020-09-30T23:33:00.000Z,"Would you like to see 
@metrolosangeles
 go fareless? Take a moment to complete Metro’s survey on the Fareless System Initiative for a chance to win a $100 gift card!LA Metro
@metrolosangeles
 · Sep 28
Take our short survey on Metro's proposal to eliminate bus and rail fares. http://mtro.la/xA9J50BDBcl",,1,4,11
David E. Ryu,@davideryu,2020-09-30T19:57:52.000Z,"Coming soon! We know that children with a college savings account are 3x more likely to attend college - that's why I fought to set up the nation's largest Children Savings Account Program, granting every LAUSD student a college savings account the moment they enter 1st grade.HCIDLA and 3 others",,,5,10
LA City Emergency Management Department,@ReadyLA,2020-09-24T15:01:17.000Z,"Don't forget about your small family pets! Every emergency kit should include a carrier, harness and other necessary items, in case you have to evacuate or shelter-in-place. #BeReady",,,5,6
David E. Ryu,@davideryu,2020-09-29T23:24:30.000Z,"Immigrants are the backbone of our society and our economy - yet Donald Trump continues to target them in an attempt to sew division and score political points. 

LA will always protect our immigrant communities.ICE preparing targeted arrests in ‘sanctuary cities,’ amplifying president’s campaign theme
The operation is likely to start in California next month, according to officials with knowledge of the plans.
washingtonpost.com",,4,5,4
David E. Ryu,@davideryu,2020-09-29T22:30:35.000Z,"Our Emerge Into Equity webinar series touched on many important issues that impact women - including childcare, employment, domestic violence, and more. I'm deeply grateful to all the amazing panelists who shared their expertise.

If you missed it 
 http://bit.ly/cd4emerge",➡,,1,1
L.A. Public Library,@LAPublicLibrary,2020-09-29T17:02:49.000Z,Cooling Centers will be open today through October 2 from 12pm-6pm for Angelenos to escape the heat: http://lapl.me/jhswLGj,,,20,21
David E. Ryu,@davideryu,2020-09-29T20:30:55.000Z,"This is great news! These rat poisons are responsible for far too many wildlife deaths, including mountain lions. I've long advocated for a ban, and am glad to see this important step forward. Thank you to 
@GavinNewsom
, 
@AsmRichardBloom
, 
@HenrySternCA
 & 
@laurafriedman43
.ALDF
@ALDF
 · Sep 29
BREAKING: California is the first state to enact safeguards for super-toxic rat poisons to protect the state’s native wildlife from needless suffering. Thank you to Gov. @GavinNewsom, @AsmRichardBloom, @HenrySternCA, and @laurafriedman43. Learn more: https://aldf.org/article/governor-newsom-signs-bill-protecting-wild-animals-from-super-toxic-rat-poisons/…",,,3,11
David E. Ryu,@davideryu,2020-09-29T19:59:52.000Z," MISSING PERSON: Juan Carlos Hernandez was last seen on September 22, near the 3200 block of West Adams Boulevard. He hasn't been seen or heard from since. Please notify the Los Angeles Police Department if you have any information.",🚨,1,8,6
David E. Ryu,@davideryu,2020-09-29T19:11:51.000Z,"The Census deadline has been extended - but California shouldn't wait. Taking the #2020Census can help reshape our communities for the next decade.
 Visit http://my2020census.gov
 Call 844-330-2020
 Or return the mail-in form!California Census and 2 others",☑ ☑ ☑,,,3
David E. Ryu,@davideryu,2020-09-28T17:24:50.000Z,"The same guy who wants to deny Los Angeles and other U.S. cities critical public funds by cutting the census short.Trump’s Taxes Show Chronic Losses and Years of Income Tax Avoidance
The Times obtained Donald Trump’s tax information extending over more than two decades, revealing struggling properties, vast write-offs, an audit battle and hundreds of millions in debt coming due.
nytimes.com",,4,3,7
David E. Ryu,@davideryu,2020-09-28T16:45:26.000Z,"Getting your flu shot has never been more important. Avoiding the flu can help Los Angeles avoid a 'twindemic' of COVID-19 and flu patients overwhelming hospitals this fall.

Seriously - cross this one of your list. Register for your free flu shot now at http://coronavirus.lacity.org/flushotCity of Los Angeles",,1,5,8
David E. Ryu,@davideryu,2020-09-24T20:16:54.000Z,"You can use 311 for general City information, or to request a wide variety of services. To make a service request, call 311 or (213) 473-3231, use the 
@MyLA311
 app, or request a service at http://lacity.org/myla311.",,,,
David E. Ryu,@davideryu,2020-09-24T17:08:43.000Z,"Single parents - if you need help running errands & picking up essentials, my office can help match you with local volunteers ready to lend a hand! Sign up to be paired with a volunteer at http://app.monami.io/phone-bank/welcome….L.A. Works",,2,15,54
David E. Ryu,@davideryu,2020-09-23T22:48:46.000Z,"TOMORROW: Small business owners can get help understanding key local issues like workplace regulations, government relief programs, and more! 

Register for my Small Business Resource webinar with 
@BetTzedek
 at http://bit.ly/924Webinar.",,2,4,3
David E. Ryu,@davideryu,2020-09-23T22:34:58.000Z,"Some real truth from 
@SenHJMitchell
 during my recent Women in the Time of COVID-19 series. During this session, we discussed the vital need for childcare and more resources for underserved families. We must ensure that ALL families have the tools they need to thrive.",,1,2,8
David E. Ryu,@davideryu,2020-09-23T18:59:30.000Z,"Today the 
@LACityCouncil
 established a COVID-19 Eviction Defense Program with 
@HCIDLA
. This is a critically important program from 
@CD6Nury
 and 
@MitchOFarrell
 to keep people housed. We must continue this work, and we must go further.",,2,2,1
David E. Ryu,@davideryu,2020-09-23T18:59:31.000Z,"We need #rentforgiveness and rent & utility debt relief to stop families from falling into poverty.

I intro’d legislation to bring rent forgiveness to LA and stop a tsunami of evictions. Read more New Eviction Moratoriums ‘a Band-Aid,’ Say Housing Advocates
Tenants impacted by the pandemic still face mounting debt and possible eviction in the new year.
capitalandmain.com",⬇,4,2,2
David E. Ryu,@davideryu,2020-09-23T18:44:44.000Z,"California is the first state in the nation to take this step. 

Others must follow. We must all keep moving forward to a carbon-free future. Thank you Gov 
@GavinNewsom
.The Verge
@verge
 · Sep 23
California will ban new combustion-engine vehicles starting in 2035 https://theverge.com/2020/9/23/21452825/california-ban-combustion-gas-vehicles-cars-2035?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter…",,3,,2
Senator Holly J. Mitchell,@SenHJMitchell,2020-09-23T17:51:44.000Z,Families and child care providers need Congress to prioritize at least $50billion in COVID relief. #SaveChildCare,,,4,8
David E. Ryu,@davideryu,2020-09-23T16:20:46.000Z,"Join Friends of the LA River's Self-Guided Watershed CleanUp effort taking place all month long! Grab your gloves & mask and help prevent trash from entering our waterway. Download Litterati and enter code FOLAR2020 to participate! 

Learn more 
 http://folar.orgFoLAR",➡,1,3,2
CA Public Health,@CAPublicHealth,2020-09-19T18:58:14.000Z,"We don’t have a vaccine for COVID-19 yet, but we do have one for flu. A flu shot is an important way to stay healthy & strong during the pandemic. We’re stronger when we’re all protected. Check with your health care provider or http://vaccinefinder.org for a location near you.",,35,49,78
David E. Ryu,@davideryu,2020-09-22T18:22:14.000Z,"Today I introduced a motion with 
@CD6Nury
 and 
@MRodCD7
 to build a statue honoring the late Ruth Bader Ginsburg in Los Angeles. 

RBG was a trailblazer, a visionary, and an inspiration to millions. Her legacy lives on in American law and spirit - and should carry forth in LA.",,53,14,45
David E. Ryu,@davideryu,2020-09-22T16:55:03.000Z,"If you’re a small business owner looking to better understand key local issues like workplace regulations and government relief programs, register for my Small Business Resource webinar with 
@BetTzedek
 this Thursday!

Register: http://bit.ly/924Webinar",,,3,2
LAEWDD,@LAEWDD,2020-09-18T17:50:01.000Z,"Spread the word! Round 4.5 of the LA Regional COVID Fund will offer 100 grants, $75K each to nonprofits providing social safety net services that assist low-to-moderate income communities! Apply: http://lacovidfund.org 
Info session: TUES 9/22, 1PM: https://bit.ly/3mdnlh4LISC Los Angeles
@LISC_LA
 · Sep 18
Do you know a nonprofit providing social safety net services serving low-to-moderate income communities? Approximately 100 grants of $75,000 will be awarded. Learn how to apply for funding at our next info session.
 Tuesday Sept. 22nd, 1:00 pm
Register: https://bit.ly/3mdnlh4",🗓 🗓,,2,2
David E. Ryu,@davideryu,2020-09-21T18:51:25.000Z,"Happening NOW! The final session of Women in the Time of COVID-19 series w/
@LACSW
. We're discussing Employment & Childcare with 
@SenHJMitchell
, 
@MontielFabiola
 of 
@First5LA
, 
@gloriadavi
 of Girls Club of LA & 
@MelanyDeLaCruz4
 of 
@uclaaasc
.

Livestream at http://facebook.com/cd4ryu",,1,6,13
StreetsLA,@BSSLosAngeles,2020-09-18T20:52:22.000Z,"Today our StreetsLA crew finished up profiling Cahuenga Blvd from Bloomfield St to Lankershim Blvd in #cd4 StreetsLA making our streets safe and mobile. 
@davideryu
 @GMsTREEtsLA1H2O
 @LACityDPW",,1,2,8
Steven Davis,@Deerflesh,2020-09-18T21:30:41.000Z,"Hey 
@davideryu
... I just caught parking enforcement giving people tickets on my street on a day and time people don't need permits. I left you a voicemail. Let's talk. This is not a good look. People are struggling enough right now. Thanks.",,1,,5
David E. Ryu,@davideryu,2020-09-18T21:32:01.000Z,Thanks for reaching out. You can also email details to cd4.issues@lacity.org and we’ll follow up.,,,,
David E. Ryu,@davideryu,2020-09-18T02:52:01.000Z,"Sheriff Villanueva has blocked investigations, violated the law, and refuses accountability in the #LASheriff’s department. He is not fairly serving the people of LA County. He must resign.Supervisors join calls for Sheriff Villanueva to step down
Several members of a watchdog agency have called on Sheriff Alex Villanueva to resign, marking a further escalation of tensions between the sheriff and his overseers.
latimes.com",,36,91,178
Fraud Fix,@FraudFix,2020-09-18T15:31:39.000Z,"You should endorse 
@reimagine_la",,1,,2
David E. Ryu,@davideryu,2020-09-18T21:22:28.000Z,"Absolutely. I support Measure J 
@reimagine_la
.",,2,2,6
David E. Ryu,@davideryu,2020-09-18T19:41:50.000Z,"Join us on Monday for the next session of our Women in the Time of COVID-19 series. We'll be discussing Employment & Childcare with 
@SenHJMitchell
, 
@MontielFabiola
 of 
@First5LA
, 
@gloriadavi
 of Girls Club of LA & 
@MelanyDeLaCruz4
 of 
@uclaaasc
. 

RSVP: http://bit.ly/cd4session3City of LA CSW",,,9,16
The Center,@centerhollywood,2020-09-18T18:31:49.000Z,"TOMORROW IS THE BIG DAY!

Join 
@MrTonyHale
 for an hour of looking at the behind-the-scenes work at The Center. Afterward, hike, walk, or if the air quality is just too bad to stay inside and stay safe, Tag The Center, and use #CenterHike2020 shttp://bit.ly/THeCenterHike

#Hike",,,4,3
USC CRCC,@usccrcc,2020-09-18T18:12:53.000Z,"This Sunday 3pm, 
@JFedLA
 & 
@IKAR_LA
 hold first-ever “Shofar Wave” w/synagogues around L.A. blowing shofars  to mark #RoshHashanah & create a wave echoing across the city “serving as a symbol of hope and renewal”. #ShanaTovaSocial Distancing For High Holy Days: Synagogues To Blast 'Shofar Wave' On LA Street Corners For...
Southern California's Jewish community is set to ring in the Jewish New Year with a new twist on an ancient tradition.
losangeles.cbslocal.com",,,4,4
David E. Ryu,@davideryu,2020-09-18T18:34:00.000Z,"""'This is literally like the Great Depression, and you need a New Deal-style relief program,” says Los Angeles City Councilmember David Ryu, who is urging his municipal colleagues to support a rental debt forgiveness plan.""

Read more New Eviction Moratoriums ‘a Band-Aid,’ Say Housing Advocates
Tenants impacted by the pandemic still face mounting debt and possible eviction in the new year.
capitalandmain.com",⬇,3,8,8
