UserName,Handle,Timestamp,Text,Emojis,Comments,Likes,Retweets
Bushido Squirrel Antifa Scum and Villany,@bushidosquirrel,2020-11-18T01:46:38.000Z,"LA got a shout out from 
@NaomiAKlein
 because we did the nearly impossible building a people powered movement to put 
@nithyavraman
 on the most powerful city council in the country

we're just getting started!",,,2,27
LosFelizLedger,@LosFelizLedger,2020-11-18T01:27:27.000Z,"Los Angeles City Councilmember Elect Nithya Raman participating on the ""People's Bailout: From Relief to Power,"" along with Rep. Ilhan Omar, which is live now. 
@Ilhan
 @nithyavraman
 #LA #LosFeliz #SilverlakePeople's Bailout: From Relief To Power with Rep. Ilhan Omar, Dr. Abdul El-Sayed, Nithya Raman and...
Register now for People's Action's event on Crowdcast, scheduled to go live on Tuesday November 17, 2020 at 8:00 pm EST.
crowdcast.io",,,,6
Roger Parkhurst,@ParkhurstRoger,2020-11-17T23:54:20.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 others711 likes and 95 retweets, sounds like your looking at a resounding success",,,,
KBM,@KBM29486438,2020-11-17T23:47:18.000Z,"Replying to 
@RightsNH
 @IlhanMN
 and 4 othersyou people will not run this country like yours we are who we are because of our laws don't like it LEAVE!",,,,1
Mountain View for Bernie,@team94043,2020-11-17T23:15:04.000Z,"Celebrate & get ready to help create big structural change tonight 5pm PT with 
@PplsAction
 @IlhanMN
 @nithyavraman
 @AbdulElSayed
 @NaomiAKlein
 + music with 
@headandtheheart
 RSVP: http://ppls.ac/town-hallPeople's Action
@PplsAction
 · Nov 17
TONIGHT @ 8PM ET we're celebrating our electoral wins and laying the groundwork for big structural change! 

Join us, Rep. @IlhanMN , Councilwoman @nithyavraman , Dr. @AbdulElSayed, and @NaomiAKlein! Feat. musical guest @headandtheheart!

RSVP: http://ppls.ac/town-hall",,,,
Katie Kilkenny,@katiekilkenny7,2020-11-17T23:06:25.000Z,"Following her election to City Councilmember, I chatted with 
@nithyavraman
 about her Hollywood supporters, policy priorities and the benefits/drawbacks of the national attention on the District 4 race https://hollywoodreporter.com/news/councilmember-elect-nithya-raman-explains-how-hollywood-can-play-integral-role-in-changing-l-a…",,,,1
Seeking Truth,@jeff_ucker,2020-11-17T23:01:53.000Z,"Replying to 
@thedaoski
 @IlhanMN
 and 4 othersIt is complex. I don't claim to have the answers. I went to a state school and paid $1,600 in annual tuition.  College costs (as well as healthcare costs) have increase far beyond the rate of wage increases.  I suspect this is directly correlated to increased control by Leftists.",,1,,
RAYMOND M TAHMOSH,@RAYTAHMOSH,2020-11-17T23:00:22.000Z,"Replying to 
@RightsNH
 @IlhanMN
 and 4 others",,,,1
NO Feuer for Mayor,@HoltkeLisa,2020-11-17T22:58:50.000Z,"Replying to 
@PeppeyRobert
 @stoplapdspying
 and 8 others",☠ 👍 👍 👍 👍 👍 👍 👍 👍,,,
Sue,@Sue12084751,2020-11-17T22:56:12.000Z,"Replying to 
@RightsNH
 @IlhanMN
 and 4 othersI though the Republicans gained seats up and down the ballot. Did CNN lie to us about the election results?",,,,
Hung Dao,@thedaoski,2020-11-17T22:54:11.000Z,"Replying to 
@jeff_ucker
 @IlhanMN
 and 4 othersRich people are not the problem more than the policies that have made it more difficult for an overwhelming majority of American to achieve a modicum of a basic standard of life.",,1,,
Bel Air-Beverly Crest NC,@BABCNC,2020-11-17T22:47:43.000Z,"BABCNC regular Board Meeting Wednesday night at 7 pm with special guests Councilmember Elect 
@nithyavraman
 and Nurit Katz, UCLA's Chief Sustainability Office.  Join at http://tiny.cc/BABCNCBoardMeeting… or by dialing (888) 475 4499 or (669) 900-6833 and 
entering webinar ID 969 7057 6271.",,1,,
Bryan gustafson,@Bryangustafson9,2020-11-17T22:43:00.000Z,"Replying to 
@RightsNH
 @IlhanMN
 and 4 othersNo thanks",,,,1
Hung Dao,@thedaoski,2020-11-17T22:42:38.000Z,"Replying to 
@YairGiannes
 @Tovega1
 and 5 othersI can't speak for all D's, Independents and never-Trumpers, but I voted for Biden because of:
1.COVID
2.Climate policy
3.Police reform
4.Economy
http://5.Education
6.Re-establishing institutional norms",,1,,
Seeking Truth,@jeff_ucker,2020-11-17T22:38:46.000Z,"Replying to 
@thedaoski
 @IlhanMN
 and 4 othersBoth parties are motivated to distance themselves from the Elites.  That said, it is hard for Democrats to deny that they don't have the media, Hollywood, wealthy, well-connected on their side.  That is how they have convinced people that the GOP is in service to rich people.",,1,,
Walker,@WalkerFoley,2020-11-17T22:37:56.000Z,"Replying to 
@SteveDucey
 @IlhanMN
 and 
@nithyavramanhttps://nypost.com/2020/09/22/japanese-factory-unveils-real-life-giant-gundam-anime-robot/…

I am 100% sure you do now there IS a gundam. But just in case anyone else didn't.",,,,1
douglasbonar1,@douglasbonar11,2020-11-17T22:25:29.000Z,"Replying to 
@PplsAction
 @headandtheheart
 and 4 othersyou tubes",,,,
Tom Hourigan,@hourigan_tom,2020-11-17T22:11:57.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersWho exactly do you think the working class works for?",,,,
SocialHousing4All,@PeppeyRobert,2020-11-17T21:21:30.000Z,"Replying to 
@UnrigLA
 and 
@GroundGameLADrop DROP now  
@kdeleon
 @mridleythomas
 @nithyavraman
 @mikebonin
 @LACityCouncil
 !
#DefundThePolice 
@PplsCityCouncil
 @stoplapdspying
 @GroundGameLA",,2,1,4
JG,@YairGiannes,2020-11-17T21:11:14.000Z,"Replying to 
@thedaoski
 @Tovega1
 and 5 othersReason with me and you'll see everything unfold clearly. What was the key motivation for anyone voting out Trump. Nothing on policy both domestic & foreign, 100%. But we can't admit that cuh we were told he's bad for our democracy, in what way? We all go mum.",,1,,
Seeking Truth,@jeff_ucker,2020-11-17T20:59:00.000Z,"Replying to 
@thedaoski
 @IlhanMN
 and 4 othersI agree with that.  My original point is that with very few exceptions, Billionaires, famous, well-connected people are Democrats because the Democrats platform is in service to the Elites.  Or, do you think the Elite support the Dems because they the most kind-hearted among us?",,1,,
Hung Dao,@thedaoski,2020-11-17T20:50:58.000Z,"Replying to 
@jeff_ucker
 @IlhanMN
 and 4 othersI read your responses starting from the 1st (again), and they appeared more of an attack on her person than her ideas. Btw, billionaires support parties and candidates that support them, just as I support candidates and policies that support me and my family.",,1,,
David Syner,@DavidSyner,2020-11-17T20:50:32.000Z,"OK so blah blah blah and not one specific thing you plan on doing about homelessness 
@nithyavraman
  https://hollywoodreporter.com/news/councilmember-elect-nithya-raman-explains-how-hollywood-can-play-integral-role-in-changing-l-a… via 
@thr",,,,
Justice for Breonna Taylor,@KikiCocoaa,2020-11-17T20:42:19.000Z,"TONIGHT @ 8PM ET 
@PplsAction
 is celebrating electoral wins & laying the groundwork for big structural change! Join 
@citizenactionny
 Co-Executive Director 
@Rockierivera
, Rep. 
@IlhanMN
 , Councilwoman 
@nithyavraman
 , Dr. 
@AbdulElSayed
, & 
@NaomiAKlein
 | RSVP…",,,3,3
Citizen Action of NY,@citizenactionny,2020-11-17T20:30:12.000Z,"TONIGHT @ 8PM ET 
@PplsAction
 is celebrating electoral wins & laying the groundwork for big structural change! Join 
@citizenactionny
 Co-Executive Director 
@Rockierivera
, Rep. 
@IlhanMN
 , Councilwoman 
@nithyavraman
 , Dr. 
@AbdulElSayed
, & 
@NaomiAKlein
 | RSVP: https://cit.ac/32STcvu",,,7,3
Steve Mannix,@S_D_Mannix,2020-11-17T20:26:19.000Z,"Replying to 
@thedaoski
 @IlhanMN
 and 4 othersThey did leave. But soon realised they’d been sold a lemon.",,,,
Hung Dao,@thedaoski,2020-11-17T20:10:24.000Z,"Replying to 
@YairGiannes
 @Tovega1
 and 5 othersI don't buy that reasoning. That's the same as arriving at a conclusion, then spinning a storyline about how you got there.",,1,,
Seeking Truth,@jeff_ucker,2020-11-17T20:01:20.000Z,"Replying to 
@thedaoski
 @IlhanMN
 and 4 othersCheck out my first response.  And then, the entirely unrelated response that you gave to me.",,1,,
Hung Dao,@thedaoski,2020-11-17T19:53:06.000Z,"Replying to 
@jeff_ucker
 @IlhanMN
 and 4 othersPlease stick to facts and topics that will advance intelligent discourse, not propagate sordid allegations attacking people instead of their ideas.",,1,,
Mallory Zumbach,@MalQ1484,2020-11-17T19:36:28.000Z,"TONIGHT! Join me for the 
@PplsAction
  #PeoplesBailoutTownHall at 8PM ET/5PM PT w/ Rep. 
@Ilhan
 (D-MN), Council-Member Elect 
@nithyavraman
, Dr. 
@AbdulElSayed
 & 
@NaomiAKlein
! Plus we'll get a performance from Matty & Charity of 
@headandtheheart
!Defeat Trump, Heal America Town Hall With Rep. Pramila Jayapal (D-WA) and Sen. Bernie Sanders...
Register now for People's Action's event on Crowdcast, scheduled to go live on Tuesday September 15, 2020 at 8:00 pm EDT.
crowdcast.io",,,,1
Ricky de Laveaga,@rickydelaveaga,2020-11-17T18:18:25.000Z,"People’s Bailout Town Hall from 
@pplsaction
 is TODAY 5-6p pacific
with 
@nithyavraman
, 
@Ilhan
, 
@AbdulElSayed
, and 
@NaomiAKlein
https://ppls.ac/town-hallGIF",🔱,1,1,1
JG,@YairGiannes,2020-11-17T17:12:32.000Z,"Replying to 
@thedaoski
 @Tovega1
 and 5 othersExactly. It's the sad reality. We don't think by ourselves. It hurt cuh it's true & many of us don't want to accept. We did vote, but for what reason ousside what you heard being propagated by the media? I'm convinced, none us read or dug through both manifestos.",,1,,
10gallonShopVAC,@10gallon_vac,2020-11-17T17:01:42.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersI’d rather drink battery acid",,,,
syb,@sybbys,2020-11-17T16:57:22.000Z,"A question I still have after 
@thelapod
 interview w 
@nithyavraman
 - what proportion of Nithya’s volunteers didn’t live in the district? (I was one) 
I think a lot of people got excited abt her candidacy and realized that each Councilmember is impactful, even if not “yours.”",,,,
Hung Dao,@thedaoski,2020-11-17T16:35:45.000Z,"Replying to 
@irishdescended
 @bmull821
 and 5 others1) I don’t need a college degree to know what is fair. 2) I’m not asking to be paid as much as a hospital administrator. 3) it would appear to me that higher wages would be better for everyone.",,,,
President-Elect jason wolff,@jasonwolff230,2020-11-17T16:34:30.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 others",,,,
Seeking Truth,@jeff_ucker,2020-11-17T16:34:13.000Z,"Replying to 
@thedaoski
 @IlhanMN
 and 4 othersThe trolls mostly attack her for her corruption (ballot harvesting, marrying her brother, awarding lucrative contracts to her husband's firm, etc.).",,1,,
Hung Dao,@thedaoski,2020-11-17T16:28:46.000Z,"Replying to 
@thedaoski
 @jeff_ucker
 and 5 othersYou’re inferring that is her stance, when in fact she is trying to implement the policies she ran on, and won a second term, meaning her constituents overwhelmingly support her policies, for which trolls on the other side attack her.",,1,,
Hung Dao,@thedaoski,2020-11-17T16:20:52.000Z,"Replying to 
@S_D_Mannix
 @IlhanMN
 and 4 othersBlacks left the R party in droves because of FDR’s ND primarily because they saw how the spending directly benefitted them.
https://digitalhistory.uh.edu/disp_textbook.cfm?smtid=2&psid=3447…",👇,1,,
Jacquie Muzio,@JacquieMuzio,2020-11-17T16:15:11.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersOooo.... the biggest hater of America! What a phony, a hypocrite in a scarf! Covers a multitude of Muslim sins!",,,,
@NoMoreInnocentBlood30,@NoMoreInnocentBlood30,2020-11-17T15:37:04.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersPeople First",,,,
Myrna Lim,@Myrnastwit,2020-11-17T15:06:52.000Z,"Replying to 
@NaomiAKlein
 @PplsAction
 and 3 othersYou intelligentsia got this entire phenomenon wrong: COVID-19, rioting, looting, destruction of economy, are all part of regime change-installation of demented puppet, to impose new world order on the population, the great reset. Julian Assange, “we are the last free generation.”",,,,
Ljcheva,@Ljcheva1,2020-11-17T14:50:29.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersDOMINION/SMARTMATIC 
LOSERS....TRUMP WON THE ELECTION ",🤣 🤣 🤣 🤣,,,
Charles de gois,@Charlesdegois1,2020-11-17T14:38:19.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersHa, ha. Hope FB & Twitter CEO’s are listening they are coming for you 70% http://tax.you guys must be shitting in your pants after donating $$$$$ to the Democrats they are now gonna skin you alive. You can never appease hate. Envy & jealousy",,,,
Chet Ubetcha,@Chetubetcha35,2020-11-17T12:35:32.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersPlus there will be a breakout session on how to build a proper suicide vest! #bigfun",,,,
Leesa Stevenson,@LeesaStevenson4,2020-11-17T11:58:05.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersNever would join you for anything! You are a devil and don’t even try to disguise it!",,,,
Barbara Zumalt,@barbara_zumalt,2020-11-17T08:42:27.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersI’m sure you’ll have plenty of dead people watching!",,,,
Tilis,@Tilis21205990,2020-11-17T07:48:46.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 otherswithout those corps ....

working class families have no jobs",,,,
Melissa,@misspal94,2020-11-17T07:19:43.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersAnd watch business fly out if America! But thats what you want! China and foreign countries to own is!!!",,,,
anisulli,@anisulli1,2020-11-17T06:38:34.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersDid you just call me kkk? You don’t even know me and what I have lived in my life. You are straight up corrupt. I am insulted beyond belief. Who are you to say that to me? I am not the only one.",,,,
Chris Guzman,@TaotaoSalupa,2020-11-17T06:18:57.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersI’m rejecting the politics that puts bums first",,,,
J.J.,@PhxWarrior1,2020-11-17T06:17:02.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersCan the people get a real townhall without predetermined/Screened questions? Must allow citizens to ask any questions they want. Truly doubt your party allows this. No dodging either.",,,,1
Hannah Powell,@HannahP74190918,2020-11-17T05:53:51.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othershttps://etsy.me/334T3p3",,,,
Sam Spade Global Ecosystem Crisis / Housing Rights,@SammySleuth,2020-11-17T05:53:32.000Z,"Replying to 
@NaomiAKlein
 @IlhanMN
 and 3 othersTHX Naomi. And be sure to Promote PLANET OF THE HUMANS! You know the Documentary is factual -=> We need to END CONSPICUOUS CONSUMPTION & we can't ""Tech"" our way out of the Global Ecosystem Catastrophe!!!",,,,
CHris,@crobi25,2020-11-17T05:46:32.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersUh, yeah..... no.",,,,
Janet Anderson,@JanetAn22254244,2020-11-17T05:28:19.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersSorry you were re-elected.",,,,
Steve Costello,@costello00,2020-11-17T05:12:58.000Z,"Replying to 
@NaomiAKlein
 @IlhanMN
 and 3 othersPlz talk about removing pelosi and schumer from leadership and select true progressives",,,,
Dixie Schafir,@DixieDschafir,2020-11-17T05:12:33.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersThose people you demonize provide USA with jobs and money. You will kill USA, That is what you are doing for your handlers",,,,
m.....,@redguitarplayer,2020-11-17T05:12:11.000Z,"Replying to 
@thedaoski
 @MSMPREZELECTOVO
 and 5 othersAnd Christianity over Islam?",,,,
joncutt,@joncutt,2020-11-17T05:03:42.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersUntil you are willing to deny Biden/Harris and their ilk power outright, in general elections, all else is performative.

People don’t need lecturing by you about what to do. They need pols they elect like you to reject establishment pols and their narratives.",,,,
The LyingDogfacedPonySoldier,@Monkzilla3,2020-11-17T05:00:23.000Z,"Replying to 
@NaomiAKlein
 @IlhanMN
 and 3 othersLooking forward to it.",,,,
Hein de Haas,@heindehaas,2020-11-17T04:58:51.000Z,"Replying to 
@NaomiAKlein
 @IlhanMN
 and 3 othersWhere can we watch this?",,,,1
Space~Opera_'~¿~`,@SayHere1st_Last,2020-11-17T04:58:34.000Z,"Replying to 
@NaomiAKlein
 @IlhanMN
 and 3 others♡♡♡♡",,,,
Barney Facemask,@25deadbatts,2020-11-17T04:58:27.000Z,"Replying to 
@DrNaughty7
 @IlhanMN
 and 4 othersBot",,,,1
Barney Facemask,@25deadbatts,2020-11-17T04:57:48.000Z,"Replying to 
@carlabishop8611
 @IlhanMN
 and 4 othersAnd you’re just a bot",,,,1
Natasha Billawala,@NatashaBwrites,2020-11-17T04:57:22.000Z,"Replying to 
@NaomiAKlein
 @IlhanMN
 and 3 othersPerhaps this is a good starting point.",,,,
Naomi Klein,@NaomiAKlein,2020-11-17T04:55:46.000Z,"Tomorrow evening we'll be talking about how to flip the shock doctrine script and win a bailout for people and planet! Honored to be speaking alongside 
@IlhanMN
, 
@AbdulElSayed
, and 
@nithyavraman
 at this 
@PplsAction
 town hall.Ilhan Omar
@IlhanMN
 · Nov 16
Join me, @NaomiAKlein, @AbdulElSayed, and @nithyavraman for a town hall with @PplsAction. We need to reject a politics that puts corporations and billionaires first and commit to a future that centers working people and working class solidarity.
GIF",,10,87,464
walter beal,@bealboys4,2020-11-17T04:43:03.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersWho’s gonna hire the working people stupid?",,,,
ingher,@ingher,2020-11-17T04:27:24.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersWhat , for more of you hate mongering  divisiveness and truth bending ?",,,,
TAMIL,@Goodmoringmm,2020-11-17T04:13:20.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersHow about we get you out of office in warp speed.",,,,1
Delroy Hendricks,@DelroyHendrick1,2020-11-17T03:48:13.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersYou married your brother for citizenship ilhan fraud omar",,,,
Susan ingram heil,@SusanIngramHeil,2020-11-17T03:33:48.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersBillionaires and corporations provide millions of jobs in this country you fool.",,,,
Dr Naughty,@DrNaughty7,2020-11-17T03:21:25.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersYes exactly because Bisen never took any money from Wall street or large corporations.",,1,,
President Elect Hello Fuzzy,@JerryBounds1,2020-11-17T03:14:52.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersBillionaires and Corporations supply millions of jobs for Americans. We better put them first or they will leave the country. Taxing them heavily creates less jobs. There’s definitely a middle ground. Don’t run them off we need those jobs.",,,,
Robert Samuel,@RobertS33541637,2020-11-17T03:09:34.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersDon’t forget to thank President Trump for fixing Obama‘s mess ups.",,,,1
snake,@snake25908435,2020-11-17T03:09:31.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersLook at the map see where the blue is? Look at the money difference. Your not the party of the working class but you are of big money machines.",,,,
Doug Mckeever,@DougMckeever2,2020-11-17T03:03:28.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersYour full of it",,,,
carla bishop,@carlabishop8611,2020-11-17T03:03:25.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersIt’s just a transfer of power from corporations and billionaires to govt",,1,,
Joseph Abraham,@JosephA44563671,2020-11-17T02:49:02.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 others",,,,
The Wuhan Sniffles,@WuhanSniffles,2020-11-17T02:24:04.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 others",,,,
TinyDancer and,@AndTinydancer,2020-11-17T01:47:24.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersGo away!",,,,
Pres-Elect POE_BOY_FRESH,@POE_BOY_FRESH,2020-11-17T01:27:51.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersEwww Illhan Omar... gross.",,,,
Trish,@Trish98949887,2020-11-17T01:27:26.000Z,"Replying to 
@JohnVanNoy60
 @IlhanMN
 and 4 othersAnd some fool others into thinking they did something!",,,,
Trish,@Trish98949887,2020-11-17T01:26:13.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersYou do realize that corporations and billionaires hire the working ppl so they can earn an honest living right?  Oh but you’ve learned how to take advantage of taxpayer funds to line your families pockets by the MILLIONS so don’t throw stones when you live in a glass house!",,,,
Jeff,@jeff90702710,2020-11-17T01:23:56.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersJoin you to steal America?",,,,1
Gordon,@lightfoot1949,2020-11-17T01:14:27.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 others",,,,
onelungman,@onelungman,2020-11-17T01:11:16.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersEven the least knowledgeable people know that Muslims throw gay and homosexual people off rules on a regular basis",,,,
Corey,@Coretrayn,2020-11-17T00:48:35.000Z,"Replying to 
@irishdescended
 @thedaoski
 and 6 othersNa just wait for a spouse to.",,,,
kenny batton,@BattonKenny,2020-11-17T00:45:28.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersYou mean like lower taxes for everyone,  less regulation, and opportunity zones?  Oh wait 
@realDonaldTrump
 did that.",,,,
Rich M,@RichM777,2020-11-17T00:43:32.000Z,"Replying to 
@IlhanMN
 @NaomiAKlein
 and 3 othersThen u wouldn’t be supporting Biden and all the Wall Street $ given to dems. You’re a hypocrite. U don’t really support economic populism.",,,,
